/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Beanbags/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Beanbags/frame11.png,1.597582
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Dimetrodon/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Dimetrodon/frame11.png,1.273702
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/DogDance/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/DogDance/frame11.png,1.730487
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Grove2/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Grove2/frame11.png,1.686204
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Grove3/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Grove3/frame11.png,1.798043
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Hydrangea/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Hydrangea/frame11.png,1.322555
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/MiniCooper/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/MiniCooper/frame11.png,1.856949
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/RubberWhale/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/RubberWhale/frame11.png,1.337584
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Urban2/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Urban2/frame11.png,1.817790
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Urban3/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Urban3/frame11.png,1.801715
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Venus/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Venus/frame11.png,0.944633
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Walking/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Walking/frame11.png,1.828782
