/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Beanbags/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Beanbags/frame11.png,1.541690
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Dimetrodon/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Dimetrodon/frame11.png,1.224493
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/DogDance/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/DogDance/frame11.png,1.574284
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Grove2/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Grove2/frame11.png,1.552303
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Grove3/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Grove3/frame11.png,1.599830
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Hydrangea/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Hydrangea/frame11.png,1.333546
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/MiniCooper/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/MiniCooper/frame11.png,1.588111
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/RubberWhale/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/RubberWhale/frame11.png,1.308686
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Urban2/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Urban2/frame11.png,1.618598
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Urban3/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Urban3/frame11.png,1.597784
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Venus/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Venus/frame11.png,1.019202
/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Walking/frame10.png,/Users/amogh/workspace/jazz/code/ucla/visionlab/project/data/other-data/Walking/frame11.png,1.650383
